
"new_path","old_path"
"images/品番_ブランド名（カナ）_カラーCD_装用期間（英語）_lens.jpg","images/.update_state.json"
"new_path","old_path"
"images/lens/0001_アイクローゼット_ちびこっぺぱん_1day_lens.jpg","images/lens/0001_アイクローゼット_ちびこっぺぱん_1day_lens.jpg"
"new_path","old_path"
"images/lens/0101_アイクローゼット_ちびこっぺぱん_1month_lens.jpg","images/lens/0001_アイクローゼット_ちびこっぺぱん_1day_lens.jpg"
"new_path","old_path"
"images/lens/0201_アイクローゼット_アッシュブラック_1day_lens.jpg","images/lens/0004_アイクローゼット_アッシュブラック.jpg"
"new_path","old_path"
"images/lens/0202_アイクローゼット_ウォーターグレー_1day_lens.jpg","images/lens/0005_アイクローゼット_ウォーターグレー.jpg"
"new_path","old_path"
"images/lens/0203_アイクローゼット_ノーティーブラウン_1day_lens.jpg","images/lens/0006_アイクローゼット_ノーティーブラウン.jpg"
"new_path","old_path"
"images/lens/0301_アイクローゼット_シュガードーナツ_1month_lens.jpg","images/lens/0007_アイクローゼット_シュガードーナツ.jpg"
"new_path","old_path"
"images/lens/0302_アイクローゼット_ゼリーベア_1month_lens.jpg","images/lens/0008_アイクローゼット_ゼリーベア.jpg"
"new_path","old_path"
"images/lens/0303_アイクローゼット_ゼリーモカ_1month_lens.jpg","images/lens/0009_アイクローゼット_ゼリーモカ.jpg"
"new_path","old_path"
"images/lens/0401_アイクローゼット_ガウスショコラ_1day_lens.jpg","images/lens/0010_アイクローゼット_ガウスショコラ.jpg"
"new_path","old_path"
"images/lens/0402_アイクローゼット_カミナリパープル_1day_lens.jpg","images/lens/0011_アイクローゼット_カミナリパープル.jpg"
"new_path","old_path"
"images/lens/0403_アイクローゼット_クリアベージュ_1day_lens.jpg","images/lens/0012_アイクローゼット_クリアベージュ.jpg"
"new_path","old_path"
"images/lens/0404_アイクローゼット_クリアベージュコーラル_1day_lens.jpg","images/lens/0013_アイクローゼット_クリアベージュコーラル.jpg"
"new_path","old_path"
"images/lens/0405_アイクローゼット_さつまいも_1day_lens.jpg","images/lens/0014_アイクローゼット_さつまいも.jpg"
"new_path","old_path"
"images/lens/0406_アイクローゼット_しずく_1day_lens.jpg","images/lens/0015_アイクローゼット_しずく.jpg"
"new_path","old_path"
"images/lens/0407_アイクローゼット_シナモンエンジェル_1day_lens.jpg","images/lens/0016_アイクローゼット_シナモンエンジェル.jpg"
"new_path","old_path"
"images/lens/0408_アイクローゼット_ショコラベーグル_1day_lens.jpg","images/lens/0017_アイクローゼット_ショコラベーグル.jpg"
"new_path","old_path"
"images/lens/0409_アイクローゼット_シルエットキャメル_1day_lens.jpg","images/lens/0018_アイクローゼット_シルエットキャメル.jpg"
"new_path","old_path"
"images/lens/0410_アイクローゼット_ツクヨミブルー_1day_lens.jpg","images/lens/0019_アイクローゼット_ツクヨミブルー.jpg"
"new_path","old_path"
"images/lens/0411_アイクローゼット_ピーナッツベーグル_1day_lens.jpg","images/lens/0020_アイクローゼット_ピーナッツベーグル.jpg"
"new_path","old_path"
"images/lens/0412_アイクローゼット_ほっぺ_1day_lens.jpg","images/lens/0021_アイクローゼット_ほっぺ.jpg"
"new_path","old_path"
"images/lens/0413_アイクローゼット_ホログレー_1day_lens.jpg","images/lens/0022_アイクローゼット_ホログレー.jpg"
"new_path","old_path"
"images/lens/0414_アイクローゼット_ホロブラウン_1day_lens.jpg","images/lens/0023_アイクローゼット_ホロブラウン.jpg"
"new_path","old_path"
"images/lens/0415_アイクローゼット_ホロベージュ_1day_lens.jpg","images/lens/0024_アイクローゼット_ホロベージュ.jpg"
"new_path","old_path"
"images/lens/0416_アイクローゼット_マカロニベージュ_1day_lens.jpg","images/lens/0025_アイクローゼット_マカロニベージュ.jpg"
"new_path","old_path"
"images/lens/0417_アイクローゼット_みずあめ_1day_lens.jpg","images/lens/0026_アイクローゼット_みずあめ.jpg"
"new_path","old_path"
"images/lens/0418_アイクローゼット_ミルクティベーグル_1day_lens.jpg","images/lens/0027_アイクローゼット_ミルクティベーグル.jpg"
"new_path","old_path"
"images/lens/0419_アイクローゼット_モクモクベーグル_1day_lens.jpg","images/lens/0028_アイクローゼット_モクモクベーグル.jpg"
"new_path","old_path"
"images/lens/0501_アイクローゼット_ガウスショコラ_1month_lens.jpg","images/lens/0010_アイクローゼット_ガウスショコラ.jpg"
"new_path","old_path"
"images/lens/0502_アイクローゼット_クリアベージュ_1month_lens.jpg","images/lens/0012_アイクローゼット_クリアベージュ.jpg"
"new_path","old_path"
"images/lens/0503_アイクローゼット_さつまいも_1month_lens.jpg","images/lens/0014_アイクローゼット_さつまいも.jpg"
"new_path","old_path"
"images/lens/0504_アイクローゼット_しずく_1month_lens.jpg","images/lens/0015_アイクローゼット_しずく.jpg"
"new_path","old_path"
"images/lens/0505_アイクローゼット_シナモンエンジェル_1month_lens.jpg","images/lens/0016_アイクローゼット_シナモンエンジェル.jpg"
"new_path","old_path"
"images/lens/0506_アイクローゼット_シナモンラテ_1month_lens.jpg","images/lens/0034_アイクローゼット_シナモンラテ.jpg"
"new_path","old_path"
"images/lens/0507_アイクローゼット_ショコラベーグル_1month_lens.jpg","images/lens/0017_アイクローゼット_ショコラベーグル.jpg"
"new_path","old_path"
"images/lens/0508_アイクローゼット_シルエットキャメル_1month_lens.jpg","images/lens/0018_アイクローゼット_シルエットキャメル.jpg"
"new_path","old_path"
"images/lens/0509_アイクローゼット_ピーナッツベーグル_1month_lens.jpg","images/lens/0020_アイクローゼット_ピーナッツベーグル.jpg"
"new_path","old_path"
"images/lens/0510_アイクローゼット_ほっぺ_1month_lens.jpg","images/lens/0021_アイクローゼット_ほっぺ.jpg"
"new_path","old_path"
"images/lens/0511_アイクローゼット_ホログレー_1month_lens.jpg","images/lens/0022_アイクローゼット_ホログレー.jpg"
"new_path","old_path"
"images/lens/0512_アイクローゼット_ホロブラウン_1month_lens.jpg","images/lens/0023_アイクローゼット_ホロブラウン.jpg"
"new_path","old_path"
"images/lens/0513_アイクローゼット_ホロベージュ_1month_lens.jpg","images/lens/0024_アイクローゼット_ホロベージュ.jpg"
"new_path","old_path"
"images/lens/0514_アイクローゼット_みずあめ_1month_lens.jpg","images/lens/0026_アイクローゼット_みずあめ.jpg"
"new_path","old_path"
"images/lens/0515_アイクローゼット_ミルクティベーグル_1month_lens.jpg","images/lens/0027_アイクローゼット_ミルクティベーグル.jpg"
"new_path","old_path"
"images/lens/0516_アイクローゼット_ロゼベージュ_1month_lens.jpg","images/lens/0044_アイクローゼット_ロゼベージュ.jpg"
"new_path","old_path"
"images/lens/0601_アイクローゼット_アクアブラウン_1day_lens.jpg","images/lens/0045_アイクローゼット_アクアブラウン.jpg"
"new_path","old_path"
"images/lens/0602_アイクローゼット_アクアブラック_1day_lens.jpg","images/lens/0046_アイクローゼット_アクアブラック.jpg"
"new_path","old_path"
"images/lens/0603_アイクローゼット_イナズマピンク_1day_lens.jpg","images/lens/0047_アイクローゼット_イナズマピンク.jpg"
"new_path","old_path"
"images/lens/0604_アイクローゼット_こっぺぱん_1day_lens.jpg","images/lens/0001_アイクローゼット_ちびこっぺぱん_1day_lens.jpg"
"new_path","old_path"
"images/lens/0605_アイクローゼット_シラタマブラウン_1day_lens.jpg","images/lens/0049_アイクローゼット_シラタマブラウン.jpg"
"new_path","old_path"
"images/lens/0606_アイクローゼット_パウダー_1day_lens.jpg","images/lens/0050_アイクローゼット_パウダー.jpg"
"new_path","old_path"
"images/lens/0607_アイクローゼット_ピンクグレープ_1day_lens.jpg","images/lens/0051_アイクローゼット_ピンクグレープ.jpg"
"new_path","old_path"
"images/lens/0608_アイクローゼット_フワトログレージュ_1day_lens.jpg","images/lens/0052_アイクローゼット_フワトログレージュ.jpg"
"new_path","old_path"
"images/lens/0609_アイクローゼット_マシュマロ_1day_lens.jpg","images/lens/0053_アイクローゼット_マシュマロ.jpg"
"new_path","old_path"
"images/lens/0701_アイクローゼット_こっぺぱん_1month_lens.jpg","images/lens/0001_アイクローゼット_ちびこっぺぱん_1day_lens.jpg"
"new_path","old_path"
"images/lens/0702_アイクローゼット_シラタマブラウン_1month_lens.jpg","images/lens/0049_アイクローゼット_シラタマブラウン.jpg"
"new_path","old_path"
"images/lens/0703_アイクローゼット_ひよこベージュ_1month_lens.jpg","images/lens/0056_アイクローゼット_ひよこベージュ.jpg"
"new_path","old_path"
"images/lens/0704_アイクローゼット_ピンクグレープ_1month_lens.jpg","images/lens/0051_アイクローゼット_ピンクグレープ.jpg"
"new_path","old_path"
"images/lens/0705_アイクローゼット_ミズタマブラック_1month_lens.jpg","images/lens/0058_アイクローゼット_ミズタマブラック.jpg"
"new_path","old_path"
"images/lens/0801_アイクローゼット_クリームコフレ_1day_lens.jpg","images/lens/0059_アイクローゼット_クリームコフレ.jpg"
"new_path","old_path"
"images/lens/0802_アイクローゼット_コーヒーコフレ_1day_lens.jpg","images/lens/0060_アイクローゼット_コーヒーコフレ.jpg"
"new_path","old_path"
"images/lens/0803_アイクローゼット_ブラウンコフレ_1day_lens.jpg","images/lens/0061_アイクローゼット_ブラウンコフレ.jpg"
"new_path","old_path"
"images/lens/0804_アイクローゼット_ベージュコフレ_1day_lens.jpg","images/lens/0062_アイクローゼット_ベージュコフレ.jpg"
"new_path","old_path"
"images/lens/0901_アイクローゼット_クリアベージュミニ_1day_lens.jpg","images/lens/0063_アイクローゼット_クリアベージュミニ.jpg"
"new_path","old_path"
"images/lens/1001_アイクローゼット_クリアベージュミニ_1month_lens.jpg","images/lens/0063_アイクローゼット_クリアベージュミニ.jpg"
"new_path","old_path"
"images/lens/1101_アイクローゼット_ヌードグレージュ_1day_lens.jpg","images/lens/0065_アイクローゼット_ヌードグレージュ.jpg"
"new_path","old_path"
"images/lens/1102_アイクローゼット_ヌードベージュ_1day_lens.jpg","images/lens/0066_アイクローゼット_ヌードベージュ.jpg"
"new_path","old_path"
"images/lens/1201_アイクローゼット_ヌードグレージュ_1month_lens.jpg","images/lens/0065_アイクローゼット_ヌードグレージュ.jpg"
"new_path","old_path"
"images/lens/1202_アイクローゼット_ヌードベージュ_1month_lens.jpg","images/lens/0066_アイクローゼット_ヌードベージュ.jpg"
"new_path","old_path"
"images/lens/1301_アイクローゼット_チョコクロ_1day_lens.jpg","images/lens/0069_アイクローゼット_チョコクロ.jpg"
"new_path","old_path"
"images/lens/1302_アイクローゼット_ホイップクリーム_1day_lens.jpg","images/lens/0070_アイクローゼット_ホイップクリーム.jpg"
"new_path","old_path"
"images/lens/1303_アイクローゼット_オレンジアーモンド_1day_lens.jpg","images/lens/0071_アイクローゼット_オレンジアーモンド.jpg"
"new_path","old_path"
"images/lens/1304_アイクローゼット_モアブラック_1day_lens.jpg","images/lens/0072_アイクローゼット_モアブラック.jpg"
"new_path","old_path"
"images/lens/1401_アイクローゼット_オレンジアーモンド_1month_lens.jpg","images/lens/0071_アイクローゼット_オレンジアーモンド.jpg"
"new_path","old_path"
"images/lens/1501_アイクローゼット_おもち_1day_lens.jpg","images/lens/0074_アイクローゼット_おもち.jpg"
"new_path","old_path"
"images/lens/1601_アイクローゼット_ジャンボ_でかこっぺぱん_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
"images/lens/1602_アイクローゼット_ジャンボ_でかセサミ_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
"images/lens/1603_アイクローゼット_ジャンボ_でかデココ_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
"images/lens/1604_アイクローゼット_ジャンボ_でかバター_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
"images/lens/1605_アイクローゼット_ジャンボ_でかフロマージュ_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
"images/lens/1606_アイクローゼット_ジャンボ_でかマシュマロ_1day_lens.jpg","images/lens/0075_アイクローゼット ジャンボ_でかこっぺぱん.jpg"
"new_path","old_path"
